dex_index,species_key,name,type1,type2,ability1,ability2,hp,attack,defense,sp_attack,sp_defense,speed,bst,catch_rate,gender_ratio,egg_group1,egg_group2,in_regional_dex,regional_dex_number,generation,keep,first_region_encountered,notes,count
565,SPECIES_PANPOUR,Panpour,Water,,Gluttony,,50,53,48,53,48,64,316,190,31,Field,Field,FALSE,,5,,,,1
566,SPECIES_SIMIPOUR,Simipour,Water,,Gluttony,,75,98,63,98,63,101,498,75,31,Field,Field,FALSE,,5,,,,1
567,SPECIES_MUNNA,Munna,Psychic,,Forewarn,Synchronize,76,25,45,67,55,24,292,190,127,Field,Field,FALSE,,5,Yes,,,1
568,SPECIES_MUSHARNA,Musharna,Psychic,,Forewarn,Synchronize,116,55,85,107,95,29,487,75,127,Field,Field,FALSE,,5,Yes,,,1
569,SPECIES_PIDOVE,Pidove,Normal,Flying,Big Pecks,Super Luck,50,55,50,36,30,43,264,255,127,Flying,Flying,FALSE,,5,Yes,,,1
570,SPECIES_TRANQUILL,Tranquill,Normal,Flying,Big Pecks,Super Luck,62,77,62,50,42,65,358,120,127,Flying,Flying,FALSE,,5,Yes,,,1
571,SPECIES_UNFEZANT,Unfezant,Normal,Flying,Big Pecks,Super Luck,80,115,80,65,55,93,488,45,0,Flying,Flying,FALSE,,5,Yes,,,1
572,SPECIES_BLITZLE,Blitzle,Electric,,Lightning Rod,Motor Drive,45,60,32,50,32,76,295,190,127,Field,Field,FALSE,,5,,,,1
573,SPECIES_ZEBSTRIKA,Zebstrika,Electric,,Lightning Rod,Motor Drive,75,100,63,80,63,116,497,75,127,Field,Field,FALSE,,5,,,,1
574,SPECIES_ROGGENROLA,Roggenrola,Rock,,Sturdy,Weak Armor,55,75,85,25,25,15,280,255,127,Mineral,Mineral,FALSE,,5,,,,1
575,SPECIES_BOLDORE,Boldore,Rock,,Sturdy,Weak Armor,70,105,105,50,40,20,390,120,127,Mineral,Mineral,FALSE,,5,,,,1
576,SPECIES_GIGALITH,Gigalith,Rock,,Sturdy,Sand Stream,85,135,130,60,80,25,515,45,127,Mineral,Mineral,FALSE,,5,,,,1
577,SPECIES_WOOBAT,Woobat,Psychic,Flying,Unaware,Klutz,65,45,43,55,43,72,323,190,127,Field,Flying,FALSE,,5,Yes,,,1
578,SPECIES_SWOOBAT,Swoobat,Psychic,Flying,Unaware,Klutz,67,57,55,77,55,114,425,45,127,Field,Flying,FALSE,,5,Yes,,,1
579,SPECIES_DRILBUR,Drilbur,Ground,,Sand Rush,Sand Force,60,85,40,30,45,68,328,120,127,Field,Field,FALSE,,5,Yes,,,1
580,SPECIES_EXCADRILL,Excadrill,Ground,Steel,Sand Rush,Sand Force,110,135,60,50,65,88,508,60,127,Field,Field,FALSE,,5,Yes,,,1
581,SPECIES_AUDINO,Audino,Normal,,Healer,Regenerator,103,60,86,60,86,50,445,255,127,Fairy,Fairy,FALSE,,5,YEs,,,1
582,SPECIES_TIMBURR,Timburr,Fighting,,Guts,Sheer Force,75,80,55,25,35,35,305,180,63,Human Like,Human Like,FALSE,,5,,,,1
583,SPECIES_GURDURR,Gurdurr,Fighting,,Guts,Sheer Force,85,105,85,40,50,40,405,90,63,Human Like,Human Like,FALSE,,5,,,,1
584,SPECIES_CONKELDURR,Conkeldurr,Fighting,,Guts,Sheer Force,105,140,95,55,65,45,505,45,63,Human Like,Human Like,FALSE,,5,,,,1
585,SPECIES_TYMPOLE,Tympole,Water,,Swift Swim,Hydration,50,50,40,50,40,64,294,255,127,Water 1,Water 1,FALSE,,5,Yes,,,1
586,SPECIES_PALPITOAD,Palpitoad,Water,Ground,Swift Swim,Hydration,75,65,55,65,55,69,384,120,127,Water 1,Water 1,FALSE,,5,Yes,,,1
587,SPECIES_SEISMITOAD,Seismitoad,Water,Ground,Swift Swim,Poison Touch,105,95,75,85,75,74,509,45,127,Water 1,Water 1,FALSE,,5,Yes,,,1
588,SPECIES_THROH,Throh,Fighting,,Guts,Inner Focus,120,100,85,30,85,45,465,45,0,Human Like,Human Like,FALSE,,5,,,,1
589,SPECIES_SAWK,Sawk,Fighting,,Sturdy,Inner Focus,75,125,75,30,75,85,465,45,0,Human Like,Human Like,FALSE,,5,,,,1
590,SPECIES_SEWADDLE,Sewaddle,Bug,Grass,Swarm,Chlorophyll,45,53,70,40,60,42,310,255,127,Bug,Bug,FALSE,,5,,,,1
591,SPECIES_SWADLOON,Swadloon,Bug,Grass,Leaf Guard,Chlorophyll,55,63,90,50,80,42,380,120,127,Bug,Bug,FALSE,,5,,,,1
592,SPECIES_LEAVANNY,Leavanny,Bug,Grass,Swarm,Chlorophyll,75,103,80,70,80,92,500,45,127,Bug,Bug,FALSE,,5,,,,1
593,SPECIES_VENIPEDE,Venipede,Bug,Poison,Poison Point,Swarm,30,45,59,30,39,57,260,255,127,Bug,Bug,FALSE,,5,,,,1
594,SPECIES_WHIRLIPEDE,Whirlipede,Bug,Poison,Poison Point,Swarm,40,55,99,40,79,47,360,120,127,Bug,Bug,FALSE,,5,,,,1
595,SPECIES_SCOLIPEDE,Scolipede,Bug,Poison,Poison Point,Swarm,60,100,89,55,69,112,485,45,127,Bug,Bug,FALSE,,5,,,,1
596,SPECIES_COTTONEE,Cottonee,Grass,Fairy,Prankster,Infiltrator,40,27,60,37,50,66,280,190,127,Grass,Fairy,FALSE,,5,,,,1
597,SPECIES_WHIMSICOTT,Whimsicott,Grass,Fairy,Prankster,Infiltrator,60,67,85,77,75,116,480,75,127,Grass,Fairy,FALSE,,5,,,,1
598,SPECIES_PETILIL,Petilil,Grass,,Chlorophyll,Own Tempo,45,35,50,70,50,30,280,190,254,Grass,Grass,FALSE,,5,,,,1
599,SPECIES_LILLIGANT,Lilligant,Grass,,Chlorophyll,Own Tempo,70,60,75,110,75,90,480,75,254,Grass,Grass,FALSE,,5,,,,1
600,SPECIES_BASCULIN,Basculin,Water,,Reckless,Adaptability,70,92,65,80,55,98,460,25,127,Water 2,Water 2,FALSE,,5,,,,1
601,SPECIES_SANDILE,Sandile,Ground,Dark,Intimidate,Moxie,50,72,35,35,35,65,292,180,127,Field,Field,FALSE,,5,,,,1
602,SPECIES_KROKOROK,Krokorok,Ground,Dark,Intimidate,Moxie,60,82,45,45,45,74,351,90,127,Field,Field,FALSE,,5,,,,1
603,SPECIES_KROOKODILE,Krookodile,Ground,Dark,Intimidate,Moxie,95,117,80,65,70,92,519,45,127,Field,Field,FALSE,,5,,,,1
604,SPECIES_DARUMAKA,Darumaka,Fire,,Hustle,,70,90,45,15,45,50,315,120,127,Field,Field,FALSE,,5,,,,1
605,SPECIES_DARMANITAN,Darmanitan,Fire,,Sheer Force,,105,140,55,30,55,95,480,60,127,Field,Field,FALSE,,5,,,,1
606,SPECIES_MARACTUS,Maractus,Grass,,Water Absorb,Chlorophyll,75,86,67,106,67,60,461,255,127,Grass,Grass,FALSE,,5,,,,1
607,SPECIES_DWEBBLE,Dwebble,Bug,Rock,Sturdy,Shell Armor,50,65,85,35,35,55,325,190,127,Bug,Mineral,FALSE,,5,,,,1
608,SPECIES_CRUSTLE,Crustle,Bug,Rock,Sturdy,Shell Armor,70,105,125,65,75,45,485,75,127,Bug,Mineral,FALSE,,5,,,,1
609,SPECIES_SCRAGGY,Scraggy,Dark,Fighting,Shed Skin,Moxie,50,75,70,35,70,48,348,180,127,Field,Dragon,FALSE,,5,,,,1
610,SPECIES_SCRAFTY,Scrafty,Dark,Fighting,Shed Skin,Moxie,65,90,115,45,115,58,488,90,127,Field,Dragon,FALSE,,5,,,,1
611,SPECIES_SIGILYPH,Sigilyph,Psychic,Flying,Wonder Skin,Magic Guard,72,58,80,103,80,97,490,45,127,Flying,Flying,FALSE,,5,,,,1
612,SPECIES_YAMASK,Yamask,Ghost,,Mummy,,38,30,85,55,65,30,303,190,127,Mineral,Amorphous,FALSE,,5,,,,1
613,SPECIES_COFAGRIGUS,Cofagrigus,Ghost,,Mummy,,58,50,145,95,105,30,483,90,127,Mineral,Amorphous,FALSE,,5,,,,1
614,SPECIES_TIRTOUGA,Tirtouga,Water,Rock,Solid Rock,Sturdy,54,78,103,53,45,22,355,45,31,Water 1,Water 3,FALSE,,5,,,,1
615,SPECIES_CARRACOSTA,Carracosta,Water,Rock,Solid Rock,Sturdy,74,108,133,83,65,32,495,45,31,Water 1,Water 3,FALSE,,5,,,,1
616,SPECIES_ARCHEN,Archen,Rock,Flying,Defeatist,,55,112,45,74,45,70,401,45,31,Flying,Water 3,FALSE,,5,,,,1
617,SPECIES_ARCHEOPS,Archeops,Rock,Flying,Defeatist,,75,140,65,112,65,110,567,45,31,Flying,Water 3,FALSE,,5,,,,1
618,SPECIES_TRUBBISH,Trubbish,Poison,,Stench,Sticky Hold,50,50,62,40,62,65,329,190,127,Mineral,Mineral,FALSE,,5,,,,1
619,SPECIES_GARBODOR,Garbodor,Poison,,Stench,Weak Armor,80,95,82,60,82,75,474,60,127,Mineral,Mineral,FALSE,,5,,,,1
620,SPECIES_ZORUA,Zorua,Dark,,Illusion,,40,65,40,80,40,65,330,75,31,Field,Field,FALSE,,5,,,,1
621,SPECIES_ZOROARK,Zoroark,Dark,,Illusion,,60,105,60,120,60,105,510,45,31,Field,Field,FALSE,,5,,,,1
622,SPECIES_MINCCINO,Minccino,Normal,,Cute Charm,Technician,55,50,40,40,40,75,300,255,190,Field,Field,FALSE,,5,,,,1
623,SPECIES_CINCCINO,Cinccino,Normal,,Cute Charm,Technician,75,95,60,65,60,115,470,60,190,Field,Field,FALSE,,5,,,,1
624,SPECIES_GOTHITA,Gothita,Psychic,,Frisk,Competitive,45,30,50,55,65,45,290,200,190,Human Like,Human Like,FALSE,,5,,,,1
625,SPECIES_GOTHORITA,Gothorita,Psychic,,Frisk,Competitive,60,45,70,75,85,55,390,100,190,Human Like,Human Like,FALSE,,5,,,,1
626,SPECIES_GOTHITELLE,Gothitelle,Psychic,,Frisk,Competitive,70,55,95,95,110,65,490,50,190,Human Like,Human Like,FALSE,,5,,,,1
627,SPECIES_SOLOSIS,Solosis,Psychic,,Overcoat,Magic Guard,45,30,40,105,50,20,290,200,127,Amorphous,Amorphous,FALSE,,5,,,,1
628,SPECIES_DUOSION,Duosion,Psychic,,Overcoat,Magic Guard,65,40,50,125,60,30,370,100,127,Amorphous,Amorphous,FALSE,,5,,,,1
629,SPECIES_REUNICLUS,Reuniclus,Psychic,,Overcoat,Magic Guard,110,65,75,125,85,30,490,50,127,Amorphous,Amorphous,FALSE,,5,,,,1
630,SPECIES_DUCKLETT,Ducklett,Water,Flying,Keen Eye,Big Pecks,62,44,50,44,50,55,305,190,127,Water 1,Flying,FALSE,,5,,,,1
631,SPECIES_SWANNA,Swanna,Water,Flying,Keen Eye,Big Pecks,75,87,63,87,63,98,473,45,127,Water 1,Flying,FALSE,,5,,,,1
632,SPECIES_VANILLITE,Vanillite,Ice,,Ice Body,Snow Cloak,36,50,50,65,60,44,305,255,127,Mineral,Mineral,FALSE,,5,Maybe,,,1
633,SPECIES_VANILLISH,Vanillish,Ice,,Ice Body,Snow Cloak,51,65,65,80,75,59,395,120,127,Mineral,Mineral,FALSE,,5,Maybe,,,1
634,SPECIES_VANILLUXE,Vanilluxe,Ice,,Ice Body,Snow Warning,71,95,85,110,95,79,535,45,127,Mineral,Mineral,FALSE,,5,Maybe,,,1
635,SPECIES_DEERLING,Deerling,Normal,Grass,Chlorophyll,Sap Sipper,60,60,50,40,50,75,335,190,127,Field,Field,FALSE,,5,No,,,1
636,SPECIES_SAWSBUCK,Sawsbuck,Normal,Grass,Chlorophyll,Sap Sipper,80,100,70,60,70,95,475,75,127,Field,Field,FALSE,,5,,,,1
637,SPECIES_EMOLGA,Emolga,Electric,Flying,Static,,55,75,60,75,60,103,428,200,127,Field,Field,FALSE,,5,Maybe,,,1
638,SPECIES_KARRABLAST,Karrablast,Bug,,Swarm,Shed Skin,50,75,45,40,45,60,315,200,127,Bug,Bug,FALSE,,5,Maybe,,,1
639,SPECIES_ESCAVALIER,Escavalier,Bug,Steel,Swarm,Shell Armor,70,135,105,60,105,20,495,75,127,Bug,Bug,FALSE,,5,Maybe,,,1
640,SPECIES_FOONGUS,Foongus,Grass,Poison,Effect Spore,,69,55,45,55,55,15,294,190,127,Grass,Grass,FALSE,,5,Yes,,,1
641,SPECIES_AMOONGUSS,Amoonguss,Grass,Poison,Effect Spore,,114,85,70,85,80,30,464,75,127,Grass,Grass,FALSE,,5,Yes,,,1
642,SPECIES_FRILLISH,Frillish,Water,Ghost,Water Absorb,Cursed Body,55,40,50,65,85,40,335,190,0,Amorphous,Amorphous,FALSE,,5,Yes,,,1
643,SPECIES_JELLICENT,Jellicent,Water,Ghost,Water Absorb,Cursed Body,100,60,70,85,105,60,480,60,0,Amorphous,Amorphous,FALSE,,5,Yes,,,1
644,SPECIES_ALOMOMOLA,Alomomola,Water,,Healer,Hydration,165,75,80,40,45,65,470,75,127,Water 1,Water 2,FALSE,,5,,,,1
645,SPECIES_JOLTIK,Joltik,Bug,Electric,Compound Eyes,Unnerve,50,47,50,57,50,65,319,190,127,Bug,Bug,FALSE,,5,,,,1
646,SPECIES_GALVANTULA,Galvantula,Bug,Electric,Compound Eyes,Unnerve,70,77,60,97,60,108,472,75,127,Bug,Bug,FALSE,,5,,,,1
647,SPECIES_FERROSEED,Ferroseed,Grass,Steel,Iron Barbs,,44,50,91,24,86,10,305,255,127,Grass,Mineral,FALSE,,5,,,,1
648,SPECIES_FERROTHORN,Ferrothorn,Grass,Steel,Iron Barbs,,74,94,131,54,116,20,489,90,127,Grass,Mineral,FALSE,,5,,,,1
649,SPECIES_KLINK,Klink,Steel,,Plus,Minus,40,55,70,45,60,30,300,130,255,Mineral,Mineral,FALSE,,5,,,,1
650,SPECIES_KLANG,Klang,Steel,,Plus,Minus,60,80,95,70,85,50,440,60,255,Mineral,Mineral,FALSE,,5,,,,1
651,SPECIES_KLINKLANG,Klinklang,Steel,,Plus,Minus,60,100,115,70,85,90,520,30,255,Mineral,Mineral,FALSE,,5,,,,1
652,SPECIES_TYNAMO,Tynamo,Electric,,Levitate,,35,55,40,45,40,60,275,190,127,Amorphous,Amorphous,FALSE,,5,,,,1
653,SPECIES_EELEKTRIK,Eelektrik,Electric,,Levitate,,65,85,70,75,70,40,405,60,127,Amorphous,Amorphous,FALSE,,5,,,,1
654,SPECIES_EELEKTROSS,Eelektross,Electric,,Levitate,,85,115,80,105,80,50,515,30,127,Amorphous,Amorphous,FALSE,,5,,,,1
655,SPECIES_ELGYEM,Elgyem,Psychic,,Telepathy,Synchronize,55,55,55,85,55,30,335,255,127,Human Like,Human Like,FALSE,,5,,,,1
656,SPECIES_BEHEEYEM,Beheeyem,Psychic,,Telepathy,Synchronize,75,75,75,125,95,40,485,90,127,Human Like,Human Like,FALSE,,5,,,,1
657,SPECIES_LITWICK,Litwick,Ghost,Fire,Flash Fire,Flame Body,50,30,55,65,55,20,275,190,127,Amorphous,Amorphous,FALSE,,5,,,,1
658,SPECIES_LAMPENT,Lampent,Ghost,Fire,Flash Fire,Flame Body,60,40,60,95,60,55,370,90,127,Amorphous,Amorphous,FALSE,,5,,,,1
659,SPECIES_CHANDELURE,Chandelure,Ghost,Fire,Flash Fire,Flame Body,60,55,90,145,90,80,520,45,127,Amorphous,Amorphous,FALSE,,5,,,,1
660,SPECIES_AXEW,Axew,Dragon,,Rivalry,Mold Breaker,46,87,60,30,40,57,320,75,127,Monster,Dragon,FALSE,,5,,,,1
661,SPECIES_FRAXURE,Fraxure,Dragon,,Rivalry,Mold Breaker,66,117,70,40,50,67,410,60,127,Monster,Dragon,FALSE,,5,,,,1
662,SPECIES_HAXORUS,Haxorus,Dragon,,Rivalry,Mold Breaker,76,147,90,60,70,97,540,45,127,Monster,Dragon,FALSE,,5,,,,1
663,SPECIES_CUBCHOO,Cubchoo,Ice,,Snow Cloak,Slush Rush,55,70,40,60,40,40,305,120,127,Field,Field,FALSE,,5,,,,1
664,SPECIES_BEARTIC,Beartic,Ice,,Snow Cloak,Slush Rush,95,130,80,70,80,50,505,60,127,Field,Field,FALSE,,5,,,,1
665,SPECIES_CRYOGONAL,Cryogonal,Ice,,Levitate,,80,50,50,95,135,105,515,25,255,Mineral,Mineral,FALSE,,5,,,,1
666,SPECIES_SHELMET,Shelmet,Bug,,Hydration,Shell Armor,50,40,85,40,65,25,305,200,127,Bug,Bug,FALSE,,5,,,,1
667,SPECIES_ACCELGOR,Accelgor,Bug,,Hydration,Sticky Hold,80,70,40,100,60,145,495,75,127,Bug,Bug,FALSE,,5,,,,1
668,SPECIES_STUNFISK,Stunfisk,Ground,Electric,Static,Limber,109,66,84,81,99,32,471,75,127,Water 1,Amorphous,FALSE,,5,,,,1
669,SPECIES_MIENFOO,Mienfoo,Fighting,,Inner Focus,Regenerator,45,85,50,55,50,65,350,180,127,Field,Human Like,FALSE,,5,,,,1
670,SPECIES_MIENSHAO,Mienshao,Fighting,,Inner Focus,Regenerator,65,125,60,95,60,105,510,45,127,Field,Human Like,FALSE,,5,,,,1
671,SPECIES_DRUDDIGON,Druddigon,Dragon,,Rough Skin,Sheer Force,77,120,90,60,90,48,485,45,127,Dragon,Monster,FALSE,,5,,,,1
672,SPECIES_GOLETT,Golett,Ground,Ghost,Iron Fist,Klutz,59,74,50,35,50,35,303,190,255,Mineral,Mineral,FALSE,,5,,,,1
673,SPECIES_GOLURK,Golurk,Ground,Ghost,Iron Fist,Klutz,89,124,80,55,80,55,483,90,255,Mineral,Mineral,FALSE,,5,,,,1
674,SPECIES_PAWNIARD,Pawniard,Dark,Steel,Defiant,Inner Focus,45,85,70,40,40,60,340,120,127,Human Like,Human Like,FALSE,,5,,,,1
675,SPECIES_BISHARP,Bisharp,Dark,Steel,Defiant,Inner Focus,65,125,100,60,70,70,490,45,127,Human Like,Human Like,FALSE,,5,,,,1
676,SPECIES_BOUFFALANT,Bouffalant,Normal,,Reckless,Sap Sipper,95,110,95,40,95,55,490,45,127,Field,Field,FALSE,,5,,,,1
677,SPECIES_RUFFLET,Rufflet,Normal,Flying,Keen Eye,Sheer Force,70,83,50,37,50,60,350,190,0,Flying,Flying,FALSE,,5,,,,1
678,SPECIES_BRAVIARY,Braviary,Normal,Flying,Keen Eye,Sheer Force,100,123,75,57,75,80,510,60,0,Flying,Flying,FALSE,,5,,,,1
679,SPECIES_VULLABY,Vullaby,Dark,Flying,Big Pecks,Overcoat,70,55,75,45,65,60,370,190,254,Flying,Flying,FALSE,,5,,,,1
680,SPECIES_MANDIBUZZ,Mandibuzz,Dark,Flying,Big Pecks,Overcoat,110,65,105,55,95,80,510,60,254,Flying,Flying,FALSE,,5,,,,1
681,SPECIES_HEATMOR,Heatmor,Fire,,Gluttony,Flash Fire,85,97,66,105,66,65,484,90,127,Field,Field,FALSE,,5,,,,1
682,SPECIES_DURANT,Durant,Bug,Steel,Swarm,Hustle,58,109,112,48,48,109,484,90,127,Bug,Bug,FALSE,,5,,,,1
683,SPECIES_DEINO,Deino,Dark,Dragon,Hustle,,52,65,50,45,50,38,300,45,127,Dragon,Dragon,FALSE,,5,,,,1
684,SPECIES_ZWEILOUS,Zweilous,Dark,Dragon,Hustle,,72,85,70,65,70,58,420,45,127,Dragon,Dragon,FALSE,,5,,,,1
685,SPECIES_HYDREIGON,Hydreigon,Dark,Dragon,Levitate,,92,105,90,125,90,98,600,45,127,Dragon,Dragon,FALSE,,5,,,,1
686,SPECIES_LARVESTA,Larvesta,Bug,Fire,Flame Body,,55,85,55,50,55,60,360,45,127,Bug,Bug,FALSE,,5,Yes,,,1
687,SPECIES_VOLCARONA,Volcarona,Bug,Fire,Flame Body,,85,60,65,135,105,100,550,15,127,Bug,Bug,FALSE,,5,Yes,,,1
688,SPECIES_COBALION,Cobalion,Steel,Fighting,Justified,,91,90,129,90,72,108,580,3,255,Undiscovered,Undiscovered,FALSE,,5,,,,1
689,SPECIES_TERRAKION,Terrakion,Rock,Fighting,Justified,,91,129,90,72,90,108,580,3,255,Undiscovered,Undiscovered,FALSE,,5,,,,1
690,SPECIES_VIRIZION,Virizion,Grass,Fighting,Justified,,91,90,72,90,129,108,580,3,255,Undiscovered,Undiscovered,FALSE,,5,,,,1
691,SPECIES_TORNADUS,Tornadus,Flying,,Prankster,,79,115,70,125,80,111,580,3,0,Undiscovered,Undiscovered,FALSE,,5,,,,1
692,SPECIES_THUNDURUS,Thundurus,Electric,Flying,Prankster,,79,115,70,125,80,111,580,3,0,Undiscovered,Undiscovered,FALSE,,5,,,,1
693,SPECIES_RESHIRAM,Reshiram,Dragon,Fire,Turboblaze,,100,120,100,150,120,90,680,3,255,Undiscovered,Undiscovered,FALSE,,5,,,,1
694,SPECIES_ZEKROM,Zekrom,Dragon,Electric,Teravolt,,100,150,120,120,100,90,680,3,255,Undiscovered,Undiscovered,FALSE,,5,,,,1
695,SPECIES_LANDORUS,Landorus,Ground,Flying,Sand Force,,89,125,90,115,80,101,600,3,0,Undiscovered,Undiscovered,FALSE,,5,,,,1
696,SPECIES_KYUREM,Kyurem,Dragon,Ice,Pressure,,125,130,90,130,90,95,660,3,255,Undiscovered,Undiscovered,FALSE,,5,,,,1
697,SPECIES_KELDEO,Keldeo,Water,Fighting,Justified,,91,72,90,129,90,108,580,3,255,Undiscovered,Undiscovered,FALSE,,5,,,,1
698,SPECIES_MELOETTA,Meloetta,Normal,Psychic,Serene Grace,,100,77,77,128,128,90,600,3,255,Undiscovered,Undiscovered,FALSE,,5,,,,1
699,SPECIES_GENESECT,Genesect,Bug,Steel,Download,,71,120,95,120,95,99,600,3,255,Undiscovered,Undiscovered,FALSE,,5,,,,1
700,SPECIES_CHESPIN,Chespin,Grass,,Overgrow,,56,61,65,48,45,38,313,45,31,Field,Field,FALSE,,6,Maybe,,,1
701,SPECIES_QUILLADIN,Quilladin,Grass,,Overgrow,,61,78,95,56,58,57,405,45,31,Field,Field,FALSE,,6,Maybe,,,1
702,SPECIES_CHESNAUGHT,Chesnaught,Grass,Fighting,Overgrow,,88,107,122,74,75,64,530,45,31,Field,Field,FALSE,,6,Maybe,,,1
703,SPECIES_FENNEKIN,Fennekin,Fire,,Blaze,,40,45,40,62,60,60,307,45,31,Field,Field,FALSE,,6,Maybe,,,1
704,SPECIES_BRAIXEN,Braixen,Fire,,Blaze,,59,59,58,90,70,73,409,45,31,Field,Field,FALSE,,6,Maybe,,,1
705,SPECIES_DELPHOX,Delphox,Fire,Psychic,Blaze,,75,69,72,114,100,104,534,45,31,Field,Field,FALSE,,6,Maybe,,,1
706,SPECIES_FROAKIE,Froakie,Water,,Torrent,,41,56,40,62,44,71,314,45,31,Water 1,Water 1,FALSE,,6,Maybe,,,1
707,SPECIES_FROGADIER,Frogadier,Water,,Torrent,,54,63,52,83,56,97,405,45,31,Water 1,Water 1,FALSE,,6,Maybe,,,1
708,SPECIES_GRENINJA,Greninja,Water,Dark,Torrent,,72,95,67,103,71,122,530,45,31,Water 1,Water 1,FALSE,,6,Maybe,,,1
709,SPECIES_BUNNELBY,Bunnelby,Normal,,Pickup,Cheek Pouch,38,36,38,32,36,57,237,255,127,Field,Field,FALSE,,6,,,,1
710,SPECIES_DIGGERSBY,Diggersby,Normal,Ground,Pickup,Cheek Pouch,85,56,77,50,77,78,423,127,127,Field,Field,FALSE,,6,,,,1
711,SPECIES_FLETCHLING,Fletchling,Normal,Flying,Big Pecks,,45,50,43,40,38,62,278,255,127,Flying,Flying,FALSE,,6,Yes,,,1
712,SPECIES_FLETCHINDER,Flechinder,Fire,Flying,Flame Body,,62,73,55,56,52,84,382,120,127,Flying,Flying,FALSE,,6,Yes,,,1
713,SPECIES_TALONFLAME,Talonflame,Fire,Flying,Flame Body,,78,81,71,74,69,126,499,45,127,Flying,Flying,FALSE,,6,Yes,,,1
714,SPECIES_SCATTERBUG,Scatterbug,Bug,,Shield Dust,Compound Eyes,38,35,40,27,25,35,200,255,127,Bug,Bug,FALSE,,6,,,,1
715,SPECIES_SPEWPA,Spewpa,Bug,,Shed Skin,,45,22,60,27,30,29,213,120,127,Bug,Bug,FALSE,,6,,,,1
716,SPECIES_VIVILLON,Vivillon,Bug,Flying,Shield Dust,Compound Eyes,80,52,50,90,50,89,411,45,127,Bug,Bug,FALSE,,6,,,,1
717,SPECIES_LITLEO,Litleo,Fire,Normal,Rivalry,Unnerve,62,50,58,73,54,72,369,220,222,Field,Field,FALSE,,6,,,,1
718,SPECIES_PYROAR,Pyroar,Fire,Normal,Rivalry,Unnerve,86,68,72,109,66,106,507,65,0,Field,Field,FALSE,,6,,,,1
719,SPECIES_FLABEBE,Flabébé,Fairy,,Flower Veil,,44,38,39,61,79,42,303,225,254,Fairy,Fairy,FALSE,,6,Yes,Johto,,1
720,SPECIES_FLOETTE,Floette,Fairy,,Flower Veil,,54,45,47,75,98,52,371,120,254,Fairy,Fairy,FALSE,,6,Yes,Johto,,1
721,SPECIES_FLORGES,Florges,Fairy,,Flower Veil,,78,65,68,112,154,75,552,45,254,Fairy,Fairy,FALSE,,6,Yes,Johto,,1
722,SPECIES_SKIDDO,Skiddo,Grass,,Sap Sipper,,66,65,48,62,57,52,350,200,127,Field,Field,FALSE,,6,,,,1
723,SPECIES_GOGOAT,Gogoat,Grass,,Sap Sipper,,123,100,62,97,81,68,531,45,127,Field,Field,FALSE,,6,,,,1
724,SPECIES_PANCHAM,Pancham,Fighting,,Iron Fist,Mold Breaker,67,82,62,46,48,43,348,220,127,Field,Human Like,FALSE,,6,,,,1
725,SPECIES_PANGORO,Pangoro,Fighting,Dark,Iron Fist,Mold Breaker,95,124,78,69,71,58,495,65,127,Field,Human Like,FALSE,,6,,,,1
726,SPECIES_FURFROU,Furfrou,Normal,,Fur Coat,,75,80,60,65,90,102,472,160,127,Field,Field,FALSE,,6,,,,1
727,SPECIES_ESPURR,Espurr,Psychic,,Keen Eye,Infiltrator,62,48,54,63,60,68,355,190,127,Field,Field,FALSE,,6,,,,1
728,SPECIES_MEOWSTIC,Meowstic,Psychic,,Keen Eye,Infiltrator,74,48,76,83,81,104,466,75,0,Field,Field,FALSE,,6,,,,1
729,SPECIES_HONEDGE,Honedge,Steel,Ghost,No Guard,,45,80,100,35,37,28,325,180,127,Mineral,Mineral,FALSE,,6,,,,1
730,SPECIES_DOUBLADE,Doublade,Steel,Ghost,No Guard,,59,110,150,45,49,35,448,90,127,Mineral,Mineral,FALSE,,6,,,,1
731,SPECIES_AEGISLASH,Aegislash,Steel,Ghost,Stance Change,,60,50,140,50,140,60,500,45,127,Mineral,Mineral,FALSE,,6,,,,1
732,SPECIES_SPRITZEE,Spritzee,Fairy,,Healer,,78,52,60,63,65,23,341,200,127,Fairy,Fairy,FALSE,,6,Yes,Johto,,1
733,SPECIES_AROMATISSE,Aromatisse,Fairy,,Healer,,101,72,72,99,89,29,462,140,127,Fairy,Fairy,FALSE,,6,Yes,Johto,,1
734,SPECIES_SWIRLIX,Swirlix,Fairy,,Sweet Veil,,62,48,66,59,57,49,341,200,127,Fairy,Fairy,FALSE,,6,Yes,Johto,,1
735,SPECIES_SLURPUFF,Slurpuff,Fairy,,Sweet Veil,,82,80,86,85,75,72,480,140,127,Fairy,Fairy,FALSE,,6,Yes,Johto,,1
736,SPECIES_INKAY,Inkay,Dark,Psychic,Contrary,Suction Cups,53,54,53,37,46,45,288,190,127,Water 1,Water 2,FALSE,,6,,,,1
737,SPECIES_MALAMAR,Malamar,Dark,Psychic,Contrary,Suction Cups,86,92,88,68,75,73,482,80,127,Water 1,Water 2,FALSE,,6,,,,1
738,SPECIES_BINACLE,Binacle,Rock,Water,Tough Claws,Sniper,42,52,67,39,56,50,306,120,127,Water 3,Water 3,FALSE,,6,,,,1
